585	VR2332.PRRSV_2	0	15411	MN865482	0.842912		
585	VR2332.PRRSV_2	0	15411	MN865566	0.912911		
585	VR2332.PRRSV_2	0	15411	MN865567	0.840746		
585	VR2332.PRRSV_2	0	15411	MN865483	0.910647		
585	VR2332.PRRSV_2	0	15411	MN865484	0.83985		
585	VR2332.PRRSV_2	0	15411	MN865485	0.838103		
585	VR2332.PRRSV_2	0	15411	MN865486	0.838177		
585	VR2332.PRRSV_2	0	15411	MN865487	0.83714		
585	VR2332.PRRSV_2	0	15411	MN865488	0.963105		
585	VR2332.PRRSV_2	0	15411	MN865568	0.903122		
585	VR2332.PRRSV_2	0	15411	MN865569	0.954194		
585	VR2332.PRRSV_2	0	15411	MN865489	0.840292		
585	VR2332.PRRSV_2	0	15411	MN865490	0.834512		
585	VR2332.PRRSV_2	0	15411	MN865491	0.839848		
585	VR2332.PRRSV_2	0	15411	MN865492	0.838078		
585	VR2332.PRRSV_2	0	15411	MN865493	0.958055		
585	VR2332.PRRSV_2	0	15411	MN865494	0.96169		
585	VR2332.PRRSV_2	0	15411	MN865495	0.835907		
585	VR2332.PRRSV_2	0	15411	MN865496	0.835586		
585	VR2332.PRRSV_2	0	15411	MN865570	0.960614		
585	VR2332.PRRSV_2	0	15411	MN865571	0.909382		
585	VR2332.PRRSV_2	0	15411	MN865497	0.961129		
585	VR2332.PRRSV_2	0	15411	MN865498	0.903979		
585	VR2332.PRRSV_2	0	15411	MN865499	0.833601		
585	VR2332.PRRSV_2	0	15411	MN865500	0.836114		
585	VR2332.PRRSV_2	0	15411	MN865501	0.833746		
585	VR2332.PRRSV_2	0	15411	MN865502	0.839831		
585	VR2332.PRRSV_2	0	15411	MN865503	0.839676		
585	VR2332.PRRSV_2	0	15411	MN865504	0.962218		
585	VR2332.PRRSV_2	0	15411	MN865505	0.90038		
585	VR2332.PRRSV_2	0	15411	MN865506	0.839847		
585	VR2332.PRRSV_2	0	15411	MN865507	0.9621		
585	VR2332.PRRSV_2	0	15411	MN865508	0.834656		
585	VR2332.PRRSV_2	0	15411	MN865509	0.833458		
585	VR2332.PRRSV_2	0	15411	MN865510	0.833174		
585	VR2332.PRRSV_2	0	15411	MN865511	0.832392		
585	VR2332.PRRSV_2	0	15411	MN865512	0.905073		
585	VR2332.PRRSV_2	0	15411	MN865513	0.905019		
585	VR2332.PRRSV_2	0	15411	MN865514	0.837947		
585	VR2332.PRRSV_2	0	15411	MN865515	0.835584		
585	VR2332.PRRSV_2	0	15411	MN865516	0.837337		
585	VR2332.PRRSV_2	0	15411	MN865517	0.836912		
